MONDO Disease id	Disease name	Parent MONDO id	Parent name
mondo:0013433	primary sclerosing cholangitis	mondo:0004335	digestive system disease
mondo:0013433	primary sclerosing cholangitis	mondo:0005151	endocrine system disease
mondo:0013433	primary sclerosing cholangitis	mondo:0021166	inflammatory disease
mondo:0019476	primary cutaneous peripheral T\-cell lymphoma not otherwise specified	mondo:0004992	cancer
mondo:0019476	primary cutaneous peripheral T\-cell lymphoma not otherwise specified	mondo:0002051	integumentary system disease
mondo:0019476	primary cutaneous peripheral T\-cell lymphoma not otherwise specified	mondo:0005570	hematologic disease
mondo:0007896	acute monocytic leukemia	mondo:0005570	hematologic disease
mondo:0007896	acute monocytic leukemia	mondo:0003900	connective tissue disease
mondo:0007896	acute monocytic leukemia	mondo:0002081	musculoskeletal system disease
mondo:0007896	acute monocytic leukemia	mondo:0005046	immune system disease
mondo:0007896	acute monocytic leukemia	mondo:0004992	cancer
mondo:0015225	arthrogryposis syndrome		
mondo:0018838	lissencephaly spectrum disorders	mondo:0002025	psychiatric disorder
mondo:0018838	lissencephaly spectrum disorders	mondo:0005071	nervous system disorder
mondo:0005425	podoconiosis	mondo:0005046	immune system disease
mondo:0019960	VIPoma	mondo:0004335	digestive system disease
mondo:0019960	VIPoma	mondo:0005550	infectious disease
mondo:0019960	VIPoma	mondo:0005151	endocrine system disease
mondo:0019960	VIPoma	mondo:0021166	inflammatory disease
mondo:0020731	arbovirus infection	mondo:0005550	infectious disease
mondo:0005339	androgenetic alopecia	mondo:0002051	integumentary system disease
mondo:0001688	toxic optic neuropathy	mondo:0005071	nervous system disorder
mondo:0001688	toxic optic neuropathy	mondo:0021166	inflammatory disease
mondo:0006835	lipoid nephrosis	mondo:0002118	urinary system disease
mondo:0006835	lipoid nephrosis	mondo:0021166	inflammatory disease
mondo:0043230	ciguatera fish poisoning	mondo:0029000	poisoning
mondo:0010537	Borjeson\-Forssman\-Lehmann syndrome	mondo:0005137	nutritional disorder
mondo:0010537	Borjeson\-Forssman\-Lehmann syndrome	mondo:0002025	psychiatric disorder
mondo:0010537	Borjeson\-Forssman\-Lehmann syndrome	mondo:0005071	nervous system disorder
mondo:0010537	Borjeson\-Forssman\-Lehmann syndrome	mondo:0005066	metabolic disease
mondo:0010537	Borjeson\-Forssman\-Lehmann syndrome	mondo:0005151	endocrine system disease
mondo:0006957	root caries	mondo:0002081	musculoskeletal system disease
mondo:0001170	hemiplegia	mondo:0005071	nervous system disorder
mondo:0007154	arteriovenous malformations of the brain	mondo:0004995	cardiovascular disease
mondo:0007154	arteriovenous malformations of the brain	mondo:0005071	nervous system disorder
mondo:0054550	avascular necrosis of femoral head\, primary\, 1	mondo:0003900	connective tissue disease
mondo:0054550	avascular necrosis of femoral head\, primary\, 1	mondo:0002081	musculoskeletal system disease
mondo:0018864	Kikuchi\-Fujimoto disease	mondo:0021166	inflammatory disease
mondo:0018864	Kikuchi\-Fujimoto disease	mondo:0005046	immune system disease
mondo:0005049	intracranial hemorrhage		
mondo:0018310	Langerhans cell histiocytosis	mondo:0005046	immune system disease
mondo:0018310	Langerhans cell histiocytosis	mondo:0005570	hematologic disease
mondo:0008300	Prader\-Willi syndrome	mondo:0005137	nutritional disorder
mondo:0008300	Prader\-Willi syndrome	mondo:0005066	metabolic disease
mondo:0008300	Prader\-Willi syndrome	mondo:0005151	endocrine system disease
mondo:0008300	Prader\-Willi syndrome	mondo:0005071	nervous system disorder
mondo:0009518	leprosy\, susceptibility to\, 3	mondo:0005550	infectious disease
mondo:0009518	leprosy\, susceptibility to\, 3	mondo:0005046	immune system disease
mondo:0005788	hepatitis E virus infection	mondo:0004335	digestive system disease
mondo:0005788	hepatitis E virus infection	mondo:0002051	integumentary system disease
mondo:0005788	hepatitis E virus infection	mondo:0005151	endocrine system disease
mondo:0005788	hepatitis E virus infection	mondo:0005550	infectious disease
mondo:0005788	hepatitis E virus infection	mondo:0021166	inflammatory disease
mondo:0005644	amebiasis	mondo:0005550	infectious disease
mondo:0003620	peripheral nervous system disease	mondo:0005071	nervous system disorder
mondo:0010895	ABCD syndrome	mondo:0002051	integumentary system disease
mondo:0012197	idiopathic aplastic anemia	mondo:0002051	integumentary system disease
mondo:0012197	idiopathic aplastic anemia	mondo:0005570	hematologic disease
mondo:0018952	argyria	mondo:0029000	poisoning
mondo:0023176	formaldehyde poisoning	mondo:0029000	poisoning
mondo:0005367	heroin dependence	mondo:0002025	psychiatric disorder
mondo:0005367	heroin dependence	mondo:0005071	nervous system disorder
mondo:0024913	cattle disease		
mondo:0001648	esophageal candidiasis	mondo:0004335	digestive system disease
mondo:0001648	esophageal candidiasis	mondo:0005550	infectious disease
mondo:0001648	esophageal candidiasis	mondo:0021166	inflammatory disease
mondo:0002965	parovarian cyst		
mondo:0005093	skin disease	mondo:0002051	integumentary system disease
mondo:0007924	Bannayan\-Riley\-Ruvalcaba syndrome	mondo:0002025	psychiatric disorder
mondo:0007924	Bannayan\-Riley\-Ruvalcaba syndrome	mondo:0005071	nervous system disorder
mondo:0007924	Bannayan\-Riley\-Ruvalcaba syndrome	mondo:0004335	digestive system disease
mondo:0007924	Bannayan\-Riley\-Ruvalcaba syndrome	mondo:0004995	cardiovascular disease
mondo:0007924	Bannayan\-Riley\-Ruvalcaba syndrome	mondo:0004992	cancer
mondo:0019929	49\,XXXXY syndrome	mondo:0002025	psychiatric disorder
mondo:0019929	49\,XXXXY syndrome	mondo:0005151	endocrine system disease
mondo:0019929	49\,XXXXY syndrome	mondo:0005071	nervous system disorder
mondo:0008157	Buschke\-Ollendorff syndrome	mondo:0002051	integumentary system disease
mondo:0008157	Buschke\-Ollendorff syndrome	mondo:0003900	connective tissue disease
mondo:0008157	Buschke\-Ollendorff syndrome	mondo:0002081	musculoskeletal system disease
mondo:0006582	mongolian spot	mondo:0002051	integumentary system disease
mondo:0010174	Valinemia		
mondo:0005682	bronchopneumonia	mondo:0005550	infectious disease
mondo:0005682	bronchopneumonia	mondo:0005087	respiratory system disease
mondo:0005682	bronchopneumonia	mondo:0021166	inflammatory disease
mondo:0002427	cerebellar disease	mondo:0005071	nervous system disorder
mondo:0006665	chronic atrophic gastritis	mondo:0004335	digestive system disease
mondo:0006665	chronic atrophic gastritis	mondo:0021166	inflammatory disease
mondo:0005884	opisthorchiasis	mondo:0005550	infectious disease
mondo:0043923	lichen planus\, oral	mondo:0002051	integumentary system disease
mondo:0043923	lichen planus\, oral	mondo:0021166	inflammatory disease
mondo:0005791	herpangina	mondo:0005550	infectious disease
mondo:0009723	Leigh syndrome	mondo:0005066	metabolic disease
mondo:0009723	Leigh syndrome	mondo:0005071	nervous system disorder
mondo:0005294	peripheral vascular disease	mondo:0004995	cardiovascular disease
mondo:0024506	Adams\-Oliver syndrome 1	mondo:0002051	integumentary system disease
mondo:0024506	Adams\-Oliver syndrome 1	mondo:0003900	connective tissue disease
mondo:0024506	Adams\-Oliver syndrome 1	mondo:0002081	musculoskeletal system disease
mondo:0000745	cardiac arrest	mondo:0004995	cardiovascular disease
mondo:0001119	premature menopause	mondo:0005151	endocrine system disease
mondo:0016505	aldosterone\-producing adrenal cortex adenoma	mondo:0005151	endocrine system disease
mondo:0004849	pulmonary emphysema	mondo:0005087	respiratory system disease
mondo:0025370	urogenital neoplasm		
mondo:0005105	melanoma \(disease\)	mondo:0004335	digestive system disease
mondo:0005105	melanoma \(disease\)	mondo:0005550	infectious disease
mondo:0005105	melanoma \(disease\)	mondo:0005151	endocrine system disease
mondo:0005105	melanoma \(disease\)	mondo:0021166	inflammatory disease
mondo:0003569	cranial nerve neuropathy	mondo:0005071	nervous system disorder
mondo:0006947	renovascular hypertension \(disease\)	mondo:0004995	cardiovascular disease
mondo:0006947	renovascular hypertension \(disease\)	mondo:0002118	urinary system disease
mondo:0005667	biliary dyskinesia	mondo:0004335	digestive system disease
mondo:0005667	biliary dyskinesia	mondo:0005151	endocrine system disease
mondo:0005667	biliary dyskinesia	mondo:0002081	musculoskeletal system disease
mondo:0006637	acute kidney tubular necrosis	mondo:0002118	urinary system disease
mondo:0005118	human granulocytic ehrlichiosis	mondo:0005046	immune system disease
mondo:0005118	human granulocytic ehrlichiosis	mondo:0005550	infectious disease
mondo:0005118	human granulocytic ehrlichiosis	mondo:0005570	hematologic disease
mondo:0002869	heart valve disease	mondo:0004995	cardiovascular disease
mondo:0020639	monosomy		
mondo:0009453	immune deficiency disease	mondo:0005046	immune system disease
mondo:0005328	eye disease		
mondo:0024558	radioulnar synostosis with amegakaryocytic thrombocytopenia 1	mondo:0002081	musculoskeletal system disease
mondo:0024558	radioulnar synostosis with amegakaryocytic thrombocytopenia 1	mondo:0003900	connective tissue disease
mondo:0024558	radioulnar synostosis with amegakaryocytic thrombocytopenia 1	mondo:0005570	hematologic disease
mondo:0042496	ergotism	mondo:0029000	poisoning
mondo:0042496	ergotism	mondo:0005550	infectious disease
mondo:0021085	gastric neoplasm	mondo:0004335	digestive system disease
mondo:0005394	brain infarction	mondo:0004995	cardiovascular disease
mondo:0005394	brain infarction	mondo:0005071	nervous system disorder
mondo:0007473	Duane retraction syndrome	mondo:0005071	nervous system disorder
mondo:0002265	stereotypic movement disorder	mondo:0002025	psychiatric disorder
mondo:0002265	stereotypic movement disorder	mondo:0005071	nervous system disorder
mondo:0005558	ovarian disease	mondo:0005151	endocrine system disease
mondo:0005679	bovine virus diarrhea\-mucosal disease		
mondo:0008599	trigeminal neuralgia	mondo:0005071	nervous system disorder
mondo:0005491	Chagas cardiomyopathy	mondo:0002081	musculoskeletal system disease
mondo:0005491	Chagas cardiomyopathy	mondo:0004995	cardiovascular disease
mondo:0005491	Chagas cardiomyopathy	mondo:0005550	infectious disease
mondo:0006843	macular holes	mondo:0005071	nervous system disorder
mondo:0013098	noise induced hearing loss	mondo:0037940	inherited auditory system disease
mondo:0013098	noise induced hearing loss	mondo:0005071	nervous system disorder
mondo:0016349	congenital hydrocephalus	mondo:0005071	nervous system disorder
mondo:0021146	headache disorder	mondo:0005071	nervous system disorder
mondo:0015274	chronic beryllium disease	mondo:0005087	respiratory system disease
mondo:0007048	acrokeratosis verruciformis	mondo:0002051	integumentary system disease
mondo:0007648	hereditary diffuse gastric adenocarcinoma	mondo:0004335	digestive system disease
mondo:0007648	hereditary diffuse gastric adenocarcinoma	mondo:0004992	cancer
mondo:0009958	adult Refsum disease	mondo:0002051	integumentary system disease
mondo:0009958	adult Refsum disease	mondo:0005066	metabolic disease
mondo:0009958	adult Refsum disease	mondo:0005071	nervous system disorder
mondo:0005823	legionellosis	mondo:0005550	infectious disease
mondo:0010035	Smith\-Lemli\-Opitz syndrome	mondo:0005066	metabolic disease
mondo:0016426	fusariosis	mondo:0005550	infectious disease
mondo:0002467	inner ear disease	mondo:0024623	otorhinolaryngologic disease
mondo:0020642	polycystic kidney disease	mondo:0002118	urinary system disease
mondo:0001836	amenorrhea \(disease\)		
mondo:0005411	gallbladder cancer	mondo:0004335	digestive system disease
mondo:0005411	gallbladder cancer	mondo:0004992	cancer
mondo:0005411	gallbladder cancer	mondo:0005151	endocrine system disease
mondo:0004691	autosomal dominant polycystic kidney disease	mondo:0002118	urinary system disease
mondo:0006908	pituitary apoplexy	mondo:0005151	endocrine system disease
mondo:0006908	pituitary apoplexy	mondo:0005071	nervous system disorder
mondo:0004600	monocytic leukemia	mondo:0005046	immune system disease
mondo:0004600	monocytic leukemia	mondo:0002081	musculoskeletal system disease
mondo:0004600	monocytic leukemia	mondo:0005570	hematologic disease
mondo:0006586	neurotic excoriation	mondo:0002051	integumentary system disease
mondo:0006586	neurotic excoriation	mondo:0021166	inflammatory disease
mondo:0019625	familial thoracic aortic aneurysm and aortic dissection	mondo:0003900	connective tissue disease
mondo:0019625	familial thoracic aortic aneurysm and aortic dissection	mondo:0004995	cardiovascular disease
mondo:0019625	familial thoracic aortic aneurysm and aortic dissection	mondo:0002081	musculoskeletal system disease
mondo:0016642	meningioma \(disease\)	mondo:0005071	nervous system disorder
mondo:0029001	chemically\-induced disorder		
mondo:0021553	transverse myelitis	mondo:0005071	nervous system disorder
mondo:0021553	transverse myelitis	mondo:0021166	inflammatory disease
mondo:0020920	escherichia coli infection	mondo:0005550	infectious disease
mondo:0006715	coronary stenosis	mondo:0004995	cardiovascular disease
mondo:0004796	infectious meningitis	mondo:0005550	infectious disease
mondo:0004796	infectious meningitis	mondo:0005071	nervous system disorder
mondo:0004796	infectious meningitis	mondo:0021166	inflammatory disease
mondo:0005770	genital herpes	mondo:0005550	infectious disease
mondo:0001941	blindness \(disorder\)	mondo:0021084	vision disorder
mondo:0001941	blindness \(disorder\)	mondo:0005071	nervous system disorder
mondo:0005657	aspergillosis	mondo:0005550	infectious disease
mondo:0008457	spinocerebellar ataxia type 6	mondo:0002025	psychiatric disorder
mondo:0008457	spinocerebellar ataxia type 6	mondo:0005071	nervous system disorder
mondo:0043885	eye infectious disease	mondo:0005550	infectious disease
mondo:0024623	otorhinolaryngologic disease	mondo:0024623	otorhinolaryngologic disease
mondo:0005538	proctitis	mondo:0004335	digestive system disease
mondo:0005538	proctitis	mondo:0021166	inflammatory disease
mondo:0005538	proctitis	mondo:0005046	immune system disease
mondo:0008661	vitiligo	mondo:0002051	integumentary system disease
mondo:0008661	vitiligo	mondo:0021166	inflammatory disease
mondo:0008661	vitiligo	mondo:0005046	immune system disease
mondo:0024563	herpes simplex encephalitis\, susceptibility to\, 1	mondo:0005550	infectious disease
mondo:0024563	herpes simplex encephalitis\, susceptibility to\, 1	mondo:0005071	nervous system disorder
mondo:0024563	herpes simplex encephalitis\, susceptibility to\, 1	mondo:0021166	inflammatory disease
mondo:0024563	herpes simplex encephalitis\, susceptibility to\, 1	mondo:0005046	immune system disease
mondo:0019146	inherited susceptibility to mycobacterial diseases	mondo:0005550	infectious disease
mondo:0019146	inherited susceptibility to mycobacterial diseases	mondo:0005046	immune system disease
mondo:0005077	pertussis	mondo:0005550	infectious disease
mondo:0005314	relapsing\-remitting multiple sclerosis	mondo:0005071	nervous system disorder
mondo:0005314	relapsing\-remitting multiple sclerosis	mondo:0005046	immune system disease
mondo:0020761	Bowen disease of the skin	mondo:0004992	cancer
mondo:0020761	Bowen disease of the skin	mondo:0002051	integumentary system disease
mondo:0004335	digestive system disease	mondo:0004335	digestive system disease
mondo:0010208	wrinkly skin syndrome	mondo:0002051	integumentary system disease
mondo:0010208	wrinkly skin syndrome	mondo:0003900	connective tissue disease
mondo:0010208	wrinkly skin syndrome	mondo:0005066	metabolic disease
mondo:0010208	wrinkly skin syndrome	mondo:0002081	musculoskeletal system disease
mondo:0001657	brain cancer	mondo:0004992	cancer
mondo:0001657	brain cancer	mondo:0005071	nervous system disorder
mondo:0005264	transient ischemic attack \(disease\)	mondo:0004995	cardiovascular disease
mondo:0005264	transient ischemic attack \(disease\)	mondo:0005071	nervous system disorder
mondo:0006590	palmoplantar keratosis	mondo:0002051	integumentary system disease
mondo:0016823	mycetoma	mondo:0002051	integumentary system disease
mondo:0016823	mycetoma	mondo:0005550	infectious disease
mondo:0002898	skin cancer	mondo:0004992	cancer
mondo:0002898	skin cancer	mondo:0002051	integumentary system disease
mondo:0002508	gingivitis	mondo:0002081	musculoskeletal system disease
mondo:0002508	gingivitis	mondo:0021166	inflammatory disease
mondo:0004782	diabetes insipidus	mondo:0002118	urinary system disease
mondo:0005649	appendicitis	mondo:0004335	digestive system disease
mondo:0005649	appendicitis	mondo:0005550	infectious disease
mondo:0005649	appendicitis	mondo:0021166	inflammatory disease
mondo:0013662	Barrett esophagus	mondo:0004335	digestive system disease
mondo:0017181	hypnic headache \(disease\)	mondo:0005071	nervous system disorder
mondo:0018857	creeping myiasis	mondo:0002051	integumentary system disease
mondo:0018857	creeping myiasis	mondo:0005550	infectious disease
mondo:0005560	brain disease	mondo:0005071	nervous system disorder
mondo:0020764	carcinoma\, Brown\-Pearce	mondo:0004992	cancer
mondo:0001040	nasopharyngitis	mondo:0024623	otorhinolaryngologic disease
mondo:0001040	nasopharyngitis	mondo:0005087	respiratory system disease
mondo:0001040	nasopharyngitis	mondo:0021166	inflammatory disease
mondo:0012521	herpes simplex encephalitis	mondo:0005550	infectious disease
mondo:0012521	herpes simplex encephalitis	mondo:0005071	nervous system disorder
mondo:0012521	herpes simplex encephalitis	mondo:0021166	inflammatory disease
mondo:0012521	herpes simplex encephalitis	mondo:0005046	immune system disease
mondo:0001246	typhus	mondo:0005550	infectious disease
mondo:0041052	postherpetic neuralgia	mondo:0005071	nervous system disorder
mondo:0041052	postherpetic neuralgia	mondo:0005550	infectious disease
mondo:0008848	atrioventricular dissociation \(disease\)		
mondo:0005173	actinic keratosis \(disease\)	mondo:0002051	integumentary system disease
mondo:0005240	kidney disease	mondo:0002118	urinary system disease
mondo:0003446	papillary hidradenoma	mondo:0002051	integumentary system disease
mondo:0009653	mucolipidosis type IV	mondo:0005066	metabolic disease
mondo:0001105	renal hypertension	mondo:0004995	cardiovascular disease
mondo:0001105	renal hypertension	mondo:0002118	urinary system disease
mondo:0018753	rare disease with malignant hyperthermia		
mondo:0000986	pleurisy	mondo:0005087	respiratory system disease
mondo:0000986	pleurisy	mondo:0021166	inflammatory disease
mondo:0004974	adrenal gland pheochromocytoma	mondo:0005071	nervous system disorder
mondo:0004974	adrenal gland pheochromocytoma	mondo:0004335	digestive system disease
mondo:0004974	adrenal gland pheochromocytoma	mondo:0005151	endocrine system disease
mondo:0004974	adrenal gland pheochromocytoma	mondo:0005550	infectious disease
mondo:0004974	adrenal gland pheochromocytoma	mondo:0021166	inflammatory disease
mondo:0005911	pharyngoconjunctival fever	mondo:0005550	infectious disease
mondo:0005911	pharyngoconjunctival fever	mondo:0005087	respiratory system disease
mondo:0005911	pharyngoconjunctival fever	mondo:0021166	inflammatory disease
mondo:0020324	intravascular large B\-cell lymphoma	mondo:0005046	immune system disease
mondo:0020324	intravascular large B\-cell lymphoma	mondo:0005570	hematologic disease
mondo:0010381	Tn polyagglutination syndrome		
mondo:0019109	CANOMAD syndrome	mondo:0005071	nervous system disorder
mondo:0024919	dog disease		
mondo:0022096	pyogenic granuloma	mondo:0004995	cardiovascular disease
mondo:0016275	adenocarcinoma of cervix uteri		
mondo:0016296	holoprosencephaly	mondo:0002025	psychiatric disorder
mondo:0016296	holoprosencephaly	mondo:0005151	endocrine system disease
mondo:0016296	holoprosencephaly	mondo:0005071	nervous system disorder
mondo:0009568	mast syndrome	mondo:0005071	nervous system disorder
mondo:0044989	foot disease		
mondo:0006086	angiomyxoma	mondo:0003900	connective tissue disease
mondo:0006086	angiomyxoma	mondo:0002081	musculoskeletal system disease
mondo:0002525	inherited lipid metabolism disorder	mondo:0005066	metabolic disease
mondo:0006581	miliaria rubra	mondo:0002051	integumentary system disease
mondo:0015796	acute lung injury	mondo:0005087	respiratory system disease
mondo:0015796	acute lung injury	mondo:0021178	injury
mondo:0023757	meralgia paresthetica	mondo:0005071	nervous system disorder
mondo:0006001	urinary schistosomiasis	mondo:0002118	urinary system disease
mondo:0006001	urinary schistosomiasis	mondo:0005550	infectious disease
mondo:0005487	schizoaffective disorder	mondo:0002025	psychiatric disorder
mondo:0005487	schizoaffective disorder	mondo:0005071	nervous system disorder
mondo:0005762	Filoviridae infectious disease	mondo:0005550	infectious disease
mondo:0005001	chronic gastritis \(disease\)	mondo:0004335	digestive system disease
mondo:0005001	chronic gastritis \(disease\)	mondo:0021166	inflammatory disease
mondo:0000755	ectopic pregnancy		
mondo:0021124	female infertility		
mondo:0013211	dilated cardiomyopathy 1FF	mondo:0004995	cardiovascular disease
mondo:0013211	dilated cardiomyopathy 1FF	mondo:0005071	nervous system disorder
mondo:0013211	dilated cardiomyopathy 1FF	mondo:0002081	musculoskeletal system disease
mondo:0005532	Crohn\'s colitis	mondo:0005046	immune system disease
mondo:0005532	Crohn\'s colitis	mondo:0002081	musculoskeletal system disease
mondo:0005532	Crohn\'s colitis	mondo:0004335	digestive system disease
mondo:0005532	Crohn\'s colitis	mondo:0005550	infectious disease
mondo:0005532	Crohn\'s colitis	mondo:0021166	inflammatory disease
mondo:0010911	prolactin\-producing pituitary gland adenoma	mondo:0005071	nervous system disorder
mondo:0010911	prolactin\-producing pituitary gland adenoma	mondo:0003900	connective tissue disease
mondo:0010911	prolactin\-producing pituitary gland adenoma	mondo:0002081	musculoskeletal system disease
mondo:0010911	prolactin\-producing pituitary gland adenoma	mondo:0005151	endocrine system disease
mondo:0010911	prolactin\-producing pituitary gland adenoma	mondo:0004992	cancer
mondo:0024265	Duane syndrome type 1	mondo:0005071	nervous system disorder
mondo:0002610	purpura \(disease\)	mondo:0005570	hematologic disease
mondo:0008608	Down syndrome	mondo:0002025	psychiatric disorder
mondo:0008608	Down syndrome	mondo:0005071	nervous system disorder
mondo:0001244	vitamin K deficiency hemorrhagic disease	mondo:0005137	nutritional disorder
mondo:0001244	vitamin K deficiency hemorrhagic disease	mondo:0005066	metabolic disease
mondo:0005886	oral candidiasis	mondo:0005550	infectious disease
mondo:0005635	adenomyoma	mondo:0004992	cancer
mondo:0006774	habitual spontaneous abortion		
mondo:0005325	radius fracture	mondo:0003900	connective tissue disease
mondo:0005325	radius fracture	mondo:0021178	injury
mondo:0005325	radius fracture	mondo:0002081	musculoskeletal system disease
mondo:0001600	mucocele of salivary gland		
mondo:0012241	progressive external ophthalmoplegia with mitochondrial DNA deletions\, autosomal dominant 3	mondo:0005066	metabolic disease
mondo:0012241	progressive external ophthalmoplegia with mitochondrial DNA deletions\, autosomal dominant 3	mondo:0002081	musculoskeletal system disease
mondo:0018911	maturity\-onset diabetes of the young \(disease\)	mondo:0004335	digestive system disease
mondo:0018911	maturity\-onset diabetes of the young \(disease\)	mondo:0005066	metabolic disease
mondo:0018911	maturity\-onset diabetes of the young \(disease\)	mondo:0005151	endocrine system disease
mondo:0002331	nephrosis	mondo:0002118	urinary system disease
mondo:0025397	canine distemper	mondo:0005550	infectious disease
mondo:0005354	chronic hepatitis C virus infection	mondo:0004335	digestive system disease
mondo:0005354	chronic hepatitis C virus infection	mondo:0002051	integumentary system disease
mondo:0005354	chronic hepatitis C virus infection	mondo:0005151	endocrine system disease
mondo:0005354	chronic hepatitis C virus infection	mondo:0005550	infectious disease
mondo:0005354	chronic hepatitis C virus infection	mondo:0021166	inflammatory disease
mondo:0025100	mastitis\, bovine		
mondo:0005352	conduct disorder	mondo:0002025	psychiatric disorder
mondo:0005352	conduct disorder	mondo:0005071	nervous system disorder
mondo:0005466	hypersomnia \(disease\)	mondo:0002025	psychiatric disorder
mondo:0005466	hypersomnia \(disease\)	mondo:0005071	nervous system disorder
mondo:0005618	anxiety disorder	mondo:0002025	psychiatric disorder
mondo:0005618	anxiety disorder	mondo:0005071	nervous system disorder
mondo:0001226	acute contagious conjunctivitis	mondo:0021166	inflammatory disease
mondo:0001586	mucopolysaccharidosis type 1	mondo:0003900	connective tissue disease
mondo:0001586	mucopolysaccharidosis type 1	mondo:0005066	metabolic disease
mondo:0001586	mucopolysaccharidosis type 1	mondo:0002081	musculoskeletal system disease
mondo:0002358	laryngeal carcinoma	mondo:0004992	cancer
mondo:0002358	laryngeal carcinoma	mondo:0005087	respiratory system disease
mondo:0015375	orofaciodigital syndrome	mondo:0003900	connective tissue disease
mondo:0015375	orofaciodigital syndrome	mondo:0002081	musculoskeletal system disease
mondo:0018881	myelodysplastic syndrome	mondo:0005570	hematologic disease
mondo:0018881	myelodysplastic syndrome	mondo:0003900	connective tissue disease
mondo:0018881	myelodysplastic syndrome	mondo:0002081	musculoskeletal system disease
mondo:0018881	myelodysplastic syndrome	mondo:0005046	immune system disease
mondo:0018881	myelodysplastic syndrome	mondo:0004992	cancer
mondo:0005468	hypotensive disorder	mondo:0004995	cardiovascular disease
mondo:0001946	hyperestrogenism		
mondo:0012819	diabetic ketoacidosis	mondo:0004335	digestive system disease
mondo:0012819	diabetic ketoacidosis	mondo:0005066	metabolic disease
mondo:0012819	diabetic ketoacidosis	mondo:0005151	endocrine system disease
mondo:0007454	type 1 diabetes mellitus 2	mondo:0004335	digestive system disease
mondo:0007454	type 1 diabetes mellitus 2	mondo:0005066	metabolic disease
mondo:0007454	type 1 diabetes mellitus 2	mondo:0005151	endocrine system disease
mondo:0007454	type 1 diabetes mellitus 2	mondo:0005046	immune system disease
mondo:0024893	toxocara canis infection \(canine roundworms\)	mondo:0005071	nervous system disorder
mondo:0024893	toxocara canis infection \(canine roundworms\)	mondo:0021084	vision disorder
mondo:0024893	toxocara canis infection \(canine roundworms\)	mondo:0005550	infectious disease
mondo:0012768	HPC11	mondo:0004992	cancer
mondo:0010523	X\-linked reticulate pigmentary disorder	mondo:0002081	musculoskeletal system disease
mondo:0010523	X\-linked reticulate pigmentary disorder	mondo:0002051	integumentary system disease
mondo:0010523	X\-linked reticulate pigmentary disorder	mondo:0003900	connective tissue disease
mondo:0010523	X\-linked reticulate pigmentary disorder	mondo:0005046	immune system disease
mondo:0043233	exfoliative dermatitis	mondo:0002051	integumentary system disease
mondo:0043233	exfoliative dermatitis	mondo:0021166	inflammatory disease
mondo:0019303	premature aging syndrome	mondo:0002051	integumentary system disease
mondo:0006670	bacterial meningitis	mondo:0005550	infectious disease
mondo:0006670	bacterial meningitis	mondo:0005071	nervous system disorder
mondo:0006670	bacterial meningitis	mondo:0021166	inflammatory disease
mondo:0008654	NYS4	mondo:0005071	nervous system disorder
mondo:0006989	suppurative periapical periodontitis	mondo:0002081	musculoskeletal system disease
mondo:0006989	suppurative periapical periodontitis	mondo:0021166	inflammatory disease
mondo:0018088	familial Mediterranean fever	mondo:0002081	musculoskeletal system disease
mondo:0018088	familial Mediterranean fever	mondo:0003900	connective tissue disease
mondo:0018088	familial Mediterranean fever	mondo:0002118	urinary system disease
mondo:0018088	familial Mediterranean fever	mondo:0005046	immune system disease
mondo:0043771	radiodermatitis	mondo:0002051	integumentary system disease
mondo:0043771	radiodermatitis	mondo:0021166	inflammatory disease
mondo:0016175	cutis laxa	mondo:0002051	integumentary system disease
mondo:0006275	lung giant cell carcinoma	mondo:0004992	cancer
mondo:0006275	lung giant cell carcinoma	mondo:0005087	respiratory system disease
mondo:0007732	Holt\-Oram syndrome	mondo:0003900	connective tissue disease
mondo:0007732	Holt\-Oram syndrome	mondo:0004995	cardiovascular disease
mondo:0007732	Holt\-Oram syndrome	mondo:0002081	musculoskeletal system disease
mondo:0002256	cervix disease		
mondo:0009237	focal epithelial hyperplasia	mondo:0005550	infectious disease
mondo:0009199	ethanolaminosis		
mondo:0015484	cysticercosis	mondo:0004335	digestive system disease
mondo:0015484	cysticercosis	mondo:0005550	infectious disease
mondo:0021839	spirochaetales infections	mondo:0005550	infectious disease
mondo:0019341	tuberous sclerosis complex		
mondo:0021148	female reproductive system neoplasm		
mondo:0005365	hearing loss disorder	mondo:0005071	nervous system disorder
mondo:0011547	cataract 31 multiple types		
mondo:0002896	primary syphilis	mondo:0005550	infectious disease
mondo:0006824	Krebs 2 carcinoma	mondo:0004992	cancer
mondo:0015427	paroxysmal dyskinesia	mondo:0005071	nervous system disorder
mondo:0005779	hand\, foot and mouth disease	mondo:0002051	integumentary system disease
mondo:0005779	hand\, foot and mouth disease	mondo:0005550	infectious disease
mondo:0020797	decompression sickness	mondo:0005071	nervous system disorder
mondo:0006047	pancreatic adenocarcinoma	mondo:0004335	digestive system disease
mondo:0006047	pancreatic adenocarcinoma	mondo:0004992	cancer
mondo:0006047	pancreatic adenocarcinoma	mondo:0005151	endocrine system disease
mondo:0006047	pancreatic adenocarcinoma	mondo:0021166	inflammatory disease
mondo:0001356	iron deficiency anemia	mondo:0005137	nutritional disorder
mondo:0001356	iron deficiency anemia	mondo:0005066	metabolic disease
mondo:0001356	iron deficiency anemia	mondo:0005570	hematologic disease
